district_code,category,scheme,allocated_inr_lakh,fiscal_year
TN_TENKASI,WATER_SUPPLY,Jal Jeevan Mission,1523.43,2026-27
TN_TENKASI,SANITATION,Swachh Bharat Mission (Grameen),4383.43,2026-27
TN_TENKASI,ROADS,PM Gram Sadak Yojana,843.43,2026-27
TN_TENKASI,ELECTRICITY,Revamped Distribution Sector Scheme,2493.43,2026-27
TN_TENKASI,HEALTH,PM Ayushman Bharat Health Infra,5253.43,2026-27
TN_TENKASI,EDUCATION,Samagra Shiksha Abhiyan,4343.43,2026-27
TN_TENKASI,DIGITAL,BharatNet Broadband Infra,2663.43,2026-27
TN_TENKASI,HOUSING,PM Awas Yojana,853.43,2026-27
TN_TENKASI,IRRIGATION,PM Krishi Sinchayee Yojana,3933.43,2026-27
TN_TENKASI,TRANSPORT,State Rural Transport Connect,723.43,2026-27
TN_KALLAKURICHI,WATER_SUPPLY,Jal Jeevan Mission,2886.63,2026-27
TN_KALLAKURICHI,SANITATION,Swachh Bharat Mission (Grameen),5446.63,2026-27
TN_KALLAKURICHI,ROADS,PM Gram Sadak Yojana,1656.63,2026-27
TN_KALLAKURICHI,ELECTRICITY,Revamped Distribution Sector Scheme,1536.63,2026-27
TN_KALLAKURICHI,HEALTH,PM Ayushman Bharat Health Infra,826.63,2026-27
TN_KALLAKURICHI,EDUCATION,Samagra Shiksha Abhiyan,2206.63,2026-27
TN_KALLAKURICHI,DIGITAL,BharatNet Broadband Infra,3226.63,2026-27
TN_KALLAKURICHI,HOUSING,PM Awas Yojana,5346.63,2026-27
TN_KALLAKURICHI,IRRIGATION,PM Krishi Sinchayee Yojana,4826.63,2026-27
TN_KALLAKURICHI,TRANSPORT,State Rural Transport Connect,4336.63,2026-27
TN_MAYILADUTHURAI,WATER_SUPPLY,Jal Jeevan Mission,543.26,2026-27
TN_MAYILADUTHURAI,SANITATION,Swachh Bharat Mission (Grameen),2753.26,2026-27
TN_MAYILADUTHURAI,ROADS,PM Gram Sadak Yojana,2633.26,2026-27
TN_MAYILADUTHURAI,ELECTRICITY,Revamped Distribution Sector Scheme,1973.26,2026-27
TN_MAYILADUTHURAI,HEALTH,PM Ayushman Bharat Health Infra,3323.26,2026-27
TN_MAYILADUTHURAI,EDUCATION,Samagra Shiksha Abhiyan,5363.26,2026-27
TN_MAYILADUTHURAI,DIGITAL,BharatNet Broadband Infra,2523.26,2026-27
TN_MAYILADUTHURAI,HOUSING,PM Awas Yojana,1783.26,2026-27
TN_MAYILADUTHURAI,IRRIGATION,PM Krishi Sinchayee Yojana,5393.26,2026-27
TN_MAYILADUTHURAI,TRANSPORT,State Rural Transport Connect,3653.26,2026-27
KA_BENGALURU_URBAN,WATER_SUPPLY,Jal Jeevan Mission,9239.7,2026-27
KA_BENGALURU_URBAN,SANITATION,Swachh Bharat Mission (Grameen),5099.7,2026-27
KA_BENGALURU_URBAN,ROADS,PM Gram Sadak Yojana,6519.7,2026-27
KA_BENGALURU_URBAN,ELECTRICITY,Revamped Distribution Sector Scheme,5419.7,2026-27
KA_BENGALURU_URBAN,HEALTH,PM Ayushman Bharat Health Infra,5779.7,2026-27
KA_BENGALURU_URBAN,EDUCATION,Samagra Shiksha Abhiyan,5249.7,2026-27
KA_BENGALURU_URBAN,DIGITAL,BharatNet Broadband Infra,5549.7,2026-27
KA_BENGALURU_URBAN,HOUSING,PM Awas Yojana,7809.7,2026-27
KA_BENGALURU_URBAN,IRRIGATION,PM Krishi Sinchayee Yojana,8299.7,2026-27
KA_BENGALURU_URBAN,TRANSPORT,State Rural Transport Connect,5799.7,2026-27
KA_BENGALURU_RURAL,WATER_SUPPLY,Jal Jeevan Mission,4225.92,2026-27
KA_BENGALURU_RURAL,SANITATION,Swachh Bharat Mission (Grameen),3345.92,2026-27
KA_BENGALURU_RURAL,ROADS,PM Gram Sadak Yojana,3825.92,2026-27
KA_BENGALURU_RURAL,ELECTRICITY,Revamped Distribution Sector Scheme,1005.92,2026-27
KA_BENGALURU_RURAL,HEALTH,PM Ayushman Bharat Health Infra,3935.92,2026-27
KA_BENGALURU_RURAL,EDUCATION,Samagra Shiksha Abhiyan,4445.92,2026-27
KA_BENGALURU_RURAL,DIGITAL,BharatNet Broadband Infra,3885.92,2026-27
KA_BENGALURU_RURAL,HOUSING,PM Awas Yojana,3305.92,2026-27
KA_BENGALURU_RURAL,IRRIGATION,PM Krishi Sinchayee Yojana,5265.92,2026-27
KA_BENGALURU_RURAL,TRANSPORT,State Rural Transport Connect,4655.92,2026-27
KA_MYSURU,WATER_SUPPLY,Jal Jeevan Mission,1770.51,2026-27
KA_MYSURU,SANITATION,Swachh Bharat Mission (Grameen),4240.51,2026-27
KA_MYSURU,ROADS,PM Gram Sadak Yojana,3690.51,2026-27
KA_MYSURU,ELECTRICITY,Revamped Distribution Sector Scheme,1520.51,2026-27
KA_MYSURU,HEALTH,PM Ayushman Bharat Health Infra,4150.51,2026-27
KA_MYSURU,EDUCATION,Samagra Shiksha Abhiyan,5660.51,2026-27
KA_MYSURU,DIGITAL,BharatNet Broadband Infra,5360.51,2026-27
KA_MYSURU,HOUSING,PM Awas Yojana,2870.51,2026-27
KA_MYSURU,IRRIGATION,PM Krishi Sinchayee Yojana,2760.51,2026-27
KA_MYSURU,TRANSPORT,State Rural Transport Connect,2280.51,2026-27
KA_DAKSHINA_KANNADA,WATER_SUPPLY,Jal Jeevan Mission,5630.34,2026-27
KA_DAKSHINA_KANNADA,SANITATION,Swachh Bharat Mission (Grameen),2410.34,2026-27
KA_DAKSHINA_KANNADA,ROADS,PM Gram Sadak Yojana,5240.34,2026-27
KA_DAKSHINA_KANNADA,ELECTRICITY,Revamped Distribution Sector Scheme,2830.34,2026-27
KA_DAKSHINA_KANNADA,HEALTH,PM Ayushman Bharat Health Infra,3170.34,2026-27
KA_DAKSHINA_KANNADA,EDUCATION,Samagra Shiksha Abhiyan,5290.34,2026-27
KA_DAKSHINA_KANNADA,DIGITAL,BharatNet Broadband Infra,2120.34,2026-27
KA_DAKSHINA_KANNADA,HOUSING,PM Awas Yojana,1150.34,2026-27
KA_DAKSHINA_KANNADA,IRRIGATION,PM Krishi Sinchayee Yojana,2960.34,2026-27
KA_DAKSHINA_KANNADA,TRANSPORT,State Rural Transport Connect,5450.34,2026-27
KA_BELAGAVI,WATER_SUPPLY,Jal Jeevan Mission,6810.85,2026-27
KA_BELAGAVI,SANITATION,Swachh Bharat Mission (Grameen),5020.85,2026-27
KA_BELAGAVI,ROADS,PM Gram Sadak Yojana,5200.85,2026-27
KA_BELAGAVI,ELECTRICITY,Revamped Distribution Sector Scheme,4210.85,2026-27
KA_BELAGAVI,HEALTH,PM Ayushman Bharat Health Infra,3660.85,2026-27
KA_BELAGAVI,EDUCATION,Samagra Shiksha Abhiyan,2450.85,2026-27
KA_BELAGAVI,DIGITAL,BharatNet Broadband Infra,5950.85,2026-27
KA_BELAGAVI,HOUSING,PM Awas Yojana,3730.85,2026-27
KA_BELAGAVI,IRRIGATION,PM Krishi Sinchayee Yojana,5760.85,2026-27
KA_BELAGAVI,TRANSPORT,State Rural Transport Connect,4770.85,2026-27
KA_DHARWAD,WATER_SUPPLY,Jal Jeevan Mission,4451.16,2026-27
KA_DHARWAD,SANITATION,Swachh Bharat Mission (Grameen),5511.16,2026-27
KA_DHARWAD,ROADS,PM Gram Sadak Yojana,3871.16,2026-27
KA_DHARWAD,ELECTRICITY,Revamped Distribution Sector Scheme,1111.16,2026-27
KA_DHARWAD,HEALTH,PM Ayushman Bharat Health Infra,2391.16,2026-27
KA_DHARWAD,EDUCATION,Samagra Shiksha Abhiyan,3671.16,2026-27
KA_DHARWAD,DIGITAL,BharatNet Broadband Infra,4731.16,2026-27
KA_DHARWAD,HOUSING,PM Awas Yojana,4841.16,2026-27
KA_DHARWAD,IRRIGATION,PM Krishi Sinchayee Yojana,2041.16,2026-27
KA_DHARWAD,TRANSPORT,State Rural Transport Connect,1391.16,2026-27
KA_KALABURAGI,WATER_SUPPLY,Jal Jeevan Mission,6064.85,2026-27
KA_KALABURAGI,SANITATION,Swachh Bharat Mission (Grameen),4324.85,2026-27
KA_KALABURAGI,ROADS,PM Gram Sadak Yojana,2994.85,2026-27
KA_KALABURAGI,ELECTRICITY,Revamped Distribution Sector Scheme,5344.85,2026-27
KA_KALABURAGI,HEALTH,PM Ayushman Bharat Health Infra,3784.85,2026-27
KA_KALABURAGI,EDUCATION,Samagra Shiksha Abhiyan,5254.85,2026-27
KA_KALABURAGI,DIGITAL,BharatNet Broadband Infra,1364.85,2026-27
KA_KALABURAGI,HOUSING,PM Awas Yojana,4834.85,2026-27
KA_KALABURAGI,IRRIGATION,PM Krishi Sinchayee Yojana,5454.85,2026-27
KA_KALABURAGI,TRANSPORT,State Rural Transport Connect,4574.85,2026-27
KA_BALLARI,WATER_SUPPLY,Jal Jeevan Mission,4830.44,2026-27
KA_BALLARI,SANITATION,Swachh Bharat Mission (Grameen),1220.44,2026-27
KA_BALLARI,ROADS,PM Gram Sadak Yojana,3800.44,2026-27
KA_BALLARI,ELECTRICITY,Revamped Distribution Sector Scheme,2400.44,2026-27
KA_BALLARI,HEALTH,PM Ayushman Bharat Health Infra,2950.44,2026-27
KA_BALLARI,EDUCATION,Samagra Shiksha Abhiyan,4490.44,2026-27
KA_BALLARI,DIGITAL,BharatNet Broadband Infra,4810.44,2026-27
KA_BALLARI,HOUSING,PM Awas Yojana,4470.44,2026-27
KA_BALLARI,IRRIGATION,PM Krishi Sinchayee Yojana,4100.44,2026-27
KA_BALLARI,TRANSPORT,State Rural Transport Connect,920.44,2026-27
KA_SHIVAMOGGA,WATER_SUPPLY,Jal Jeevan Mission,2968.74,2026-27
KA_SHIVAMOGGA,SANITATION,Swachh Bharat Mission (Grameen),2228.74,2026-27
KA_SHIVAMOGGA,ROADS,PM Gram Sadak Yojana,828.74,2026-27
KA_SHIVAMOGGA,ELECTRICITY,Revamped Distribution Sector Scheme,3228.74,2026-27
KA_SHIVAMOGGA,HEALTH,PM Ayushman Bharat Health Infra,5028.74,2026-27
KA_SHIVAMOGGA,EDUCATION,Samagra Shiksha Abhiyan,5038.74,2026-27
KA_SHIVAMOGGA,DIGITAL,BharatNet Broadband Infra,4828.74,2026-27
KA_SHIVAMOGGA,HOUSING,PM Awas Yojana,2828.74,2026-27
KA_SHIVAMOGGA,IRRIGATION,PM Krishi Sinchayee Yojana,1298.74,2026-27
KA_SHIVAMOGGA,TRANSPORT,State Rural Transport Connect,3848.74,2026-27
KA_TUMAKURU,WATER_SUPPLY,Jal Jeevan Mission,4974.19,2026-27
KA_TUMAKURU,SANITATION,Swachh Bharat Mission (Grameen),3644.19,2026-27
KA_TUMAKURU,ROADS,PM Gram Sadak Yojana,4214.19,2026-27
KA_TUMAKURU,ELECTRICITY,Revamped Distribution Sector Scheme,6104.19,2026-27
KA_TUMAKURU,HEALTH,PM Ayushman Bharat Health Infra,3004.19,2026-27
KA_TUMAKURU,EDUCATION,Samagra Shiksha Abhiyan,2734.19,2026-27
KA_TUMAKURU,DIGITAL,BharatNet Broadband Infra,4484.19,2026-27
KA_TUMAKURU,HOUSING,PM Awas Yojana,1364.19,2026-27
KA_TUMAKURU,IRRIGATION,PM Krishi Sinchayee Yojana,2214.19,2026-27
KA_TUMAKURU,TRANSPORT,State Rural Transport Connect,6054.19,2026-27
KA_UDUPI,WATER_SUPPLY,Jal Jeevan Mission,4439.81,2026-27
KA_UDUPI,SANITATION,Swachh Bharat Mission (Grameen),4819.81,2026-27
KA_UDUPI,ROADS,PM Gram Sadak Yojana,5219.81,2026-27
KA_UDUPI,ELECTRICITY,Revamped Distribution Sector Scheme,5069.81,2026-27
KA_UDUPI,HEALTH,PM Ayushman Bharat Health Infra,3719.81,2026-27
KA_UDUPI,EDUCATION,Samagra Shiksha Abhiyan,4559.81,2026-27
KA_UDUPI,DIGITAL,BharatNet Broadband Infra,1759.81,2026-27
KA_UDUPI,HOUSING,PM Awas Yojana,5449.81,2026-27
KA_UDUPI,IRRIGATION,PM Krishi Sinchayee Yojana,1139.81,2026-27
KA_UDUPI,TRANSPORT,State Rural Transport Connect,4009.81,2026-27
KA_HASSAN,WATER_SUPPLY,Jal Jeevan Mission,5469.39,2026-27
KA_HASSAN,SANITATION,Swachh Bharat Mission (Grameen),5709.39,2026-27
KA_HASSAN,ROADS,PM Gram Sadak Yojana,1859.39,2026-27
KA_HASSAN,ELECTRICITY,Revamped Distribution Sector Scheme,4169.39,2026-27
KA_HASSAN,HEALTH,PM Ayushman Bharat Health Infra,5359.39,2026-27
KA_HASSAN,EDUCATION,Samagra Shiksha Abhiyan,989.39,2026-27
KA_HASSAN,DIGITAL,BharatNet Broadband Infra,869.39,2026-27
KA_HASSAN,HOUSING,PM Awas Yojana,1589.39,2026-27
KA_HASSAN,IRRIGATION,PM Krishi Sinchayee Yojana,1959.39,2026-27
KA_HASSAN,TRANSPORT,State Rural Transport Connect,849.39,2026-27
KA_DAVANAGERE,WATER_SUPPLY,Jal Jeevan Mission,3899.57,2026-27
KA_DAVANAGERE,SANITATION,Swachh Bharat Mission (Grameen),5319.57,2026-27
KA_DAVANAGERE,ROADS,PM Gram Sadak Yojana,2259.57,2026-27
KA_DAVANAGERE,ELECTRICITY,Revamped Distribution Sector Scheme,3309.57,2026-27
KA_DAVANAGERE,HEALTH,PM Ayushman Bharat Health Infra,1159.57,2026-27
KA_DAVANAGERE,EDUCATION,Samagra Shiksha Abhiyan,4659.57,2026-27
KA_DAVANAGERE,DIGITAL,BharatNet Broadband Infra,2699.57,2026-27
KA_DAVANAGERE,HOUSING,PM Awas Yojana,2309.57,2026-27
KA_DAVANAGERE,IRRIGATION,PM Krishi Sinchayee Yojana,1359.57,2026-27
KA_DAVANAGERE,TRANSPORT,State Rural Transport Connect,4749.57,2026-27
KA_MANDYA,WATER_SUPPLY,Jal Jeevan Mission,2872.6,2026-27
KA_MANDYA,SANITATION,Swachh Bharat Mission (Grameen),1342.6,2026-27
KA_MANDYA,ROADS,PM Gram Sadak Yojana,1402.6,2026-27
KA_MANDYA,ELECTRICITY,Revamped Distribution Sector Scheme,4352.6,2026-27
KA_MANDYA,HEALTH,PM Ayushman Bharat Health Infra,1122.6,2026-27
KA_MANDYA,EDUCATION,Samagra Shiksha Abhiyan,5512.6,2026-27
KA_MANDYA,DIGITAL,BharatNet Broadband Infra,1252.6,2026-27
KA_MANDYA,HOUSING,PM Awas Yojana,1942.6,2026-27
KA_MANDYA,IRRIGATION,PM Krishi Sinchayee Yojana,5312.6,2026-27
KA_MANDYA,TRANSPORT,State Rural Transport Connect,3332.6,2026-27
KA_VIJAYAPURA,WATER_SUPPLY,Jal Jeevan Mission,4669.8,2026-27
KA_VIJAYAPURA,SANITATION,Swachh Bharat Mission (Grameen),4079.8,2026-27
KA_VIJAYAPURA,ROADS,PM Gram Sadak Yojana,3709.8,2026-27
KA_VIJAYAPURA,ELECTRICITY,Revamped Distribution Sector Scheme,1029.8,2026-27
KA_VIJAYAPURA,HEALTH,PM Ayushman Bharat Health Infra,1289.8,2026-27
KA_VIJAYAPURA,EDUCATION,Samagra Shiksha Abhiyan,4449.8,2026-27
KA_VIJAYAPURA,DIGITAL,BharatNet Broadband Infra,3739.8,2026-27
KA_VIJAYAPURA,HOUSING,PM Awas Yojana,1659.8,2026-27
KA_VIJAYAPURA,IRRIGATION,PM Krishi Sinchayee Yojana,4049.8,2026-27
KA_VIJAYAPURA,TRANSPORT,State Rural Transport Connect,2799.8,2026-27
KA_BAGALKOT,WATER_SUPPLY,Jal Jeevan Mission,2900.3,2026-27
KA_BAGALKOT,SANITATION,Swachh Bharat Mission (Grameen),2020.3,2026-27
KA_BAGALKOT,ROADS,PM Gram Sadak Yojana,4190.3,2026-27
KA_BAGALKOT,ELECTRICITY,Revamped Distribution Sector Scheme,4470.3,2026-27
KA_BAGALKOT,HEALTH,PM Ayushman Bharat Health Infra,890.3,2026-27
KA_BAGALKOT,EDUCATION,Samagra Shiksha Abhiyan,1770.3,2026-27
KA_BAGALKOT,DIGITAL,BharatNet Broadband Infra,3960.3,2026-27
KA_BAGALKOT,HOUSING,PM Awas Yojana,4140.3,2026-27
KA_BAGALKOT,IRRIGATION,PM Krishi Sinchayee Yojana,2340.3,2026-27
KA_BAGALKOT,TRANSPORT,State Rural Transport Connect,2300.3,2026-27
KA_BIDAR,WATER_SUPPLY,Jal Jeevan Mission,2366.49,2026-27
KA_BIDAR,SANITATION,Swachh Bharat Mission (Grameen),1896.49,2026-27
KA_BIDAR,ROADS,PM Gram Sadak Yojana,5406.48,2026-27
KA_BIDAR,ELECTRICITY,Revamped Distribution Sector Scheme,1116.49,2026-27
KA_BIDAR,HEALTH,PM Ayushman Bharat Health Infra,1086.49,2026-27
KA_BIDAR,EDUCATION,Samagra Shiksha Abhiyan,3346.49,2026-27
KA_BIDAR,DIGITAL,BharatNet Broadband Infra,986.49,2026-27
KA_BIDAR,HOUSING,PM Awas Yojana,1046.49,2026-27
KA_BIDAR,IRRIGATION,PM Krishi Sinchayee Yojana,1146.49,2026-27
KA_BIDAR,TRANSPORT,State Rural Transport Connect,5176.48,2026-27
KA_RAICHUR,WATER_SUPPLY,Jal Jeevan Mission,3367.97,2026-27
KA_RAICHUR,SANITATION,Swachh Bharat Mission (Grameen),3207.97,2026-27
KA_RAICHUR,ROADS,PM Gram Sadak Yojana,5617.97,2026-27
KA_RAICHUR,ELECTRICITY,Revamped Distribution Sector Scheme,1887.97,2026-27
KA_RAICHUR,HEALTH,PM Ayushman Bharat Health Infra,5147.97,2026-27
KA_RAICHUR,EDUCATION,Samagra Shiksha Abhiyan,2607.97,2026-27
KA_RAICHUR,DIGITAL,BharatNet Broadband Infra,4497.97,2026-27
KA_RAICHUR,HOUSING,PM Awas Yojana,3147.97,2026-27
KA_RAICHUR,IRRIGATION,PM Krishi Sinchayee Yojana,3967.97,2026-27
KA_RAICHUR,TRANSPORT,State Rural Transport Connect,1017.97,2026-27
KA_KOPPAL,WATER_SUPPLY,Jal Jeevan Mission,2615.46,2026-27
KA_KOPPAL,SANITATION,Swachh Bharat Mission (Grameen),3915.46,2026-27
KA_KOPPAL,ROADS,PM Gram Sadak Yojana,3145.46,2026-27
KA_KOPPAL,ELECTRICITY,Revamped Distribution Sector Scheme,1835.46,2026-27
KA_KOPPAL,HEALTH,PM Ayushman Bharat Health Infra,4405.46,2026-27
KA_KOPPAL,EDUCATION,Samagra Shiksha Abhiyan,1345.46,2026-27
KA_KOPPAL,DIGITAL,BharatNet Broadband Infra,5585.46,2026-27
KA_KOPPAL,HOUSING,PM Awas Yojana,2855.46,2026-27
KA_KOPPAL,IRRIGATION,PM Krishi Sinchayee Yojana,1975.46,2026-27
KA_KOPPAL,TRANSPORT,State Rural Transport Connect,795.46,2026-27
KA_YADGIR,WATER_SUPPLY,Jal Jeevan Mission,4428.42,2026-27
KA_YADGIR,SANITATION,Swachh Bharat Mission (Grameen),1808.42,2026-27
KA_YADGIR,ROADS,PM Gram Sadak Yojana,788.42,2026-27
KA_YADGIR,ELECTRICITY,Revamped Distribution Sector Scheme,728.42,2026-27
KA_YADGIR,HEALTH,PM Ayushman Bharat Health Infra,5448.42,2026-27
KA_YADGIR,EDUCATION,Samagra Shiksha Abhiyan,4538.42,2026-27
KA_YADGIR,DIGITAL,BharatNet Broadband Infra,1178.42,2026-27
KA_YADGIR,HOUSING,PM Awas Yojana,1708.42,2026-27
KA_YADGIR,IRRIGATION,PM Krishi Sinchayee Yojana,948.42,2026-27
KA_YADGIR,TRANSPORT,State Rural Transport Connect,5228.42,2026-27
KA_UTTARA_KANNADA,WATER_SUPPLY,Jal Jeevan Mission,3626.73,2026-27
KA_UTTARA_KANNADA,SANITATION,Swachh Bharat Mission (Grameen),2156.73,2026-27
KA_UTTARA_KANNADA,ROADS,PM Gram Sadak Yojana,5486.73,2026-27
KA_UTTARA_KANNADA,ELECTRICITY,Revamped Distribution Sector Scheme,2096.73,2026-27
KA_UTTARA_KANNADA,HEALTH,PM Ayushman Bharat Health Infra,3786.73,2026-27
KA_UTTARA_KANNADA,EDUCATION,Samagra Shiksha Abhiyan,5026.73,2026-27
KA_UTTARA_KANNADA,DIGITAL,BharatNet Broadband Infra,1066.73,2026-27
KA_UTTARA_KANNADA,HOUSING,PM Awas Yojana,5406.73,2026-27
KA_UTTARA_KANNADA,IRRIGATION,PM Krishi Sinchayee Yojana,1146.73,2026-27
KA_UTTARA_KANNADA,TRANSPORT,State Rural Transport Connect,646.73,2026-27
KA_CHITRADURGA,WATER_SUPPLY,Jal Jeevan Mission,1056.76,2026-27
KA_CHITRADURGA,SANITATION,Swachh Bharat Mission (Grameen),3896.76,2026-27
KA_CHITRADURGA,ROADS,PM Gram Sadak Yojana,2816.76,2026-27
KA_CHITRADURGA,ELECTRICITY,Revamped Distribution Sector Scheme,2496.76,2026-27
KA_CHITRADURGA,HEALTH,PM Ayushman Bharat Health Infra,4716.76,2026-27
KA_CHITRADURGA,EDUCATION,Samagra Shiksha Abhiyan,2156.76,2026-27
KA_CHITRADURGA,DIGITAL,BharatNet Broadband Infra,4626.76,2026-27
KA_CHITRADURGA,HOUSING,PM Awas Yojana,3116.76,2026-27
KA_CHITRADURGA,IRRIGATION,PM Krishi Sinchayee Yojana,1306.76,2026-27
KA_CHITRADURGA,TRANSPORT,State Rural Transport Connect,3046.76,2026-27
KA_KOLAR,WATER_SUPPLY,Jal Jeevan Mission,5661.38,2026-27
KA_KOLAR,SANITATION,Swachh Bharat Mission (Grameen),4421.38,2026-27
KA_KOLAR,ROADS,PM Gram Sadak Yojana,5051.38,2026-27
KA_KOLAR,ELECTRICITY,Revamped Distribution Sector Scheme,2721.38,2026-27
KA_KOLAR,HEALTH,PM Ayushman Bharat Health Infra,3581.38,2026-27
KA_KOLAR,EDUCATION,Samagra Shiksha Abhiyan,931.38,2026-27
KA_KOLAR,DIGITAL,BharatNet Broadband Infra,3921.38,2026-27
KA_KOLAR,HOUSING,PM Awas Yojana,5481.38,2026-27
KA_KOLAR,IRRIGATION,PM Krishi Sinchayee Yojana,5121.38,2026-27
KA_KOLAR,TRANSPORT,State Rural Transport Connect,2041.38,2026-27
KA_RAMANAGARA,WATER_SUPPLY,Jal Jeevan Mission,3557.19,2026-27
KA_RAMANAGARA,SANITATION,Swachh Bharat Mission (Grameen),4757.19,2026-27
KA_RAMANAGARA,ROADS,PM Gram Sadak Yojana,787.19,2026-27
KA_RAMANAGARA,ELECTRICITY,Revamped Distribution Sector Scheme,5027.19,2026-27
KA_RAMANAGARA,HEALTH,PM Ayushman Bharat Health Infra,2977.19,2026-27
KA_RAMANAGARA,EDUCATION,Samagra Shiksha Abhiyan,4947.19,2026-27
KA_RAMANAGARA,DIGITAL,BharatNet Broadband Infra,5007.19,2026-27
KA_RAMANAGARA,HOUSING,PM Awas Yojana,4577.19,2026-27
KA_RAMANAGARA,IRRIGATION,PM Krishi Sinchayee Yojana,3157.19,2026-27
KA_RAMANAGARA,TRANSPORT,State Rural Transport Connect,4377.19,2026-27
KA_CHIKKAMAGALURU,WATER_SUPPLY,Jal Jeevan Mission,1712.08,2026-27
KA_CHIKKAMAGALURU,SANITATION,Swachh Bharat Mission (Grameen),1622.08,2026-27
KA_CHIKKAMAGALURU,ROADS,PM Gram Sadak Yojana,732.08,2026-27
KA_CHIKKAMAGALURU,ELECTRICITY,Revamped Distribution Sector Scheme,4122.08,2026-27
KA_CHIKKAMAGALURU,HEALTH,PM Ayushman Bharat Health Infra,5162.08,2026-27
KA_CHIKKAMAGALURU,EDUCATION,Samagra Shiksha Abhiyan,3592.08,2026-27
KA_CHIKKAMAGALURU,DIGITAL,BharatNet Broadband Infra,5372.08,2026-27
KA_CHIKKAMAGALURU,HOUSING,PM Awas Yojana,5472.08,2026-27
KA_CHIKKAMAGALURU,IRRIGATION,PM Krishi Sinchayee Yojana,1512.08,2026-27
KA_CHIKKAMAGALURU,TRANSPORT,State Rural Transport Connect,1292.08,2026-27
KA_KODAGU,WATER_SUPPLY,Jal Jeevan Mission,3589.53,2026-27
KA_KODAGU,SANITATION,Swachh Bharat Mission (Grameen),839.53,2026-27
KA_KODAGU,ROADS,PM Gram Sadak Yojana,1909.53,2026-27
KA_KODAGU,ELECTRICITY,Revamped Distribution Sector Scheme,2189.53,2026-27
KA_KODAGU,HEALTH,PM Ayushman Bharat Health Infra,4869.53,2026-27
KA_KODAGU,EDUCATION,Samagra Shiksha Abhiyan,4169.53,2026-27
KA_KODAGU,DIGITAL,BharatNet Broadband Infra,2959.53,2026-27
KA_KODAGU,HOUSING,PM Awas Yojana,1709.53,2026-27
KA_KODAGU,IRRIGATION,PM Krishi Sinchayee Yojana,3009.53,2026-27
KA_KODAGU,TRANSPORT,State Rural Transport Connect,3669.53,2026-27
KL_ERNAKULAM,WATER_SUPPLY,Jal Jeevan Mission,3637.07,2026-27
KL_ERNAKULAM,SANITATION,Swachh Bharat Mission (Grameen),5667.07,2026-27
KL_ERNAKULAM,ROADS,PM Gram Sadak Yojana,3767.07,2026-27
KL_ERNAKULAM,ELECTRICITY,Revamped Distribution Sector Scheme,5807.07,2026-27
KL_ERNAKULAM,HEALTH,PM Ayushman Bharat Health Infra,3307.07,2026-27
KL_ERNAKULAM,EDUCATION,Samagra Shiksha Abhiyan,2797.07,2026-27
KL_ERNAKULAM,DIGITAL,BharatNet Broadband Infra,4347.07,2026-27
KL_ERNAKULAM,HOUSING,PM Awas Yojana,1947.07,2026-27
KL_ERNAKULAM,IRRIGATION,PM Krishi Sinchayee Yojana,3207.07,2026-27
KL_ERNAKULAM,TRANSPORT,State Rural Transport Connect,3067.07,2026-27
KL_THIRUVANANTHAPURAM,WATER_SUPPLY,Jal Jeevan Mission,1565.64,2026-27
KL_THIRUVANANTHAPURAM,SANITATION,Swachh Bharat Mission (Grameen),2235.64,2026-27
KL_THIRUVANANTHAPURAM,ROADS,PM Gram Sadak Yojana,4765.64,2026-27
KL_THIRUVANANTHAPURAM,ELECTRICITY,Revamped Distribution Sector Scheme,2725.64,2026-27
KL_THIRUVANANTHAPURAM,HEALTH,PM Ayushman Bharat Health Infra,3685.64,2026-27
KL_THIRUVANANTHAPURAM,EDUCATION,Samagra Shiksha Abhiyan,3395.64,2026-27
KL_THIRUVANANTHAPURAM,DIGITAL,BharatNet Broadband Infra,5295.64,2026-27
KL_THIRUVANANTHAPURAM,HOUSING,PM Awas Yojana,2415.64,2026-27
KL_THIRUVANANTHAPURAM,IRRIGATION,PM Krishi Sinchayee Yojana,4775.64,2026-27
KL_THIRUVANANTHAPURAM,TRANSPORT,State Rural Transport Connect,5655.64,2026-27
KL_KOZHIKODE,WATER_SUPPLY,Jal Jeevan Mission,3288.83,2026-27
KL_KOZHIKODE,SANITATION,Swachh Bharat Mission (Grameen),5288.83,2026-27
KL_KOZHIKODE,ROADS,PM Gram Sadak Yojana,6038.83,2026-27
KL_KOZHIKODE,ELECTRICITY,Revamped Distribution Sector Scheme,4838.83,2026-27
KL_KOZHIKODE,HEALTH,PM Ayushman Bharat Health Infra,3818.83,2026-27
KL_KOZHIKODE,EDUCATION,Samagra Shiksha Abhiyan,1488.83,2026-27
KL_KOZHIKODE,DIGITAL,BharatNet Broadband Infra,2978.83,2026-27
KL_KOZHIKODE,HOUSING,PM Awas Yojana,2738.83,2026-27
KL_KOZHIKODE,IRRIGATION,PM Krishi Sinchayee Yojana,1538.83,2026-27
KL_KOZHIKODE,TRANSPORT,State Rural Transport Connect,3128.83,2026-27
KL_THRISSUR,WATER_SUPPLY,Jal Jeevan Mission,2934.54,2026-27
KL_THRISSUR,SANITATION,Swachh Bharat Mission (Grameen),3134.54,2026-27
KL_THRISSUR,ROADS,PM Gram Sadak Yojana,4094.54,2026-27
