district_code,category,scheme,allocated_inr_lakh,fiscal_year
TN_TENKASI,WATER_SUPPLY,Jal Jeevan Mission,3283.43,2026-27
TN_TENKASI,SANITATION,Swachh Bharat Mission (Grameen),783.43,2026-27
TN_TENKASI,ROADS,PM Gram Sadak Yojana,4743.43,2026-27
TN_TENKASI,ELECTRICITY,Revamped Distribution Sector Scheme,3073.43,2026-27
TN_TENKASI,HEALTH,PM Ayushman Bharat Health Infra,5403.43,2026-27
TN_TENKASI,EDUCATION,Samagra Shiksha Abhiyan,3823.43,2026-27
TN_TENKASI,DIGITAL,BharatNet Broadband Infra,4803.43,2026-27
TN_TENKASI,HOUSING,PM Awas Yojana,633.43,2026-27
TN_TENKASI,IRRIGATION,PM Krishi Sinchayee Yojana,4603.43,2026-27
TN_TENKASI,TRANSPORT,State Rural Transport Connect,5563.43,2026-27
TN_KALLAKURICHI,WATER_SUPPLY,Jal Jeevan Mission,3026.63,2026-27
TN_KALLAKURICHI,SANITATION,Swachh Bharat Mission (Grameen),4436.63,2026-27
TN_KALLAKURICHI,ROADS,PM Gram Sadak Yojana,1796.63,2026-27
TN_KALLAKURICHI,ELECTRICITY,Revamped Distribution Sector Scheme,4306.63,2026-27
TN_KALLAKURICHI,HEALTH,PM Ayushman Bharat Health Infra,2216.63,2026-27
TN_KALLAKURICHI,EDUCATION,Samagra Shiksha Abhiyan,2696.63,2026-27
TN_KALLAKURICHI,DIGITAL,BharatNet Broadband Infra,3866.63,2026-27
TN_KALLAKURICHI,HOUSING,PM Awas Yojana,2546.63,2026-27
TN_KALLAKURICHI,IRRIGATION,PM Krishi Sinchayee Yojana,2306.63,2026-27
TN_KALLAKURICHI,TRANSPORT,State Rural Transport Connect,1506.63,2026-27
TN_MAYILADUTHURAI,WATER_SUPPLY,Jal Jeevan Mission,5173.26,2026-27
TN_MAYILADUTHURAI,SANITATION,Swachh Bharat Mission (Grameen),1993.26,2026-27
TN_MAYILADUTHURAI,ROADS,PM Gram Sadak Yojana,3913.26,2026-27
TN_MAYILADUTHURAI,ELECTRICITY,Revamped Distribution Sector Scheme,2163.26,2026-27
TN_MAYILADUTHURAI,HEALTH,PM Ayushman Bharat Health Infra,2273.26,2026-27
TN_MAYILADUTHURAI,EDUCATION,Samagra Shiksha Abhiyan,2693.26,2026-27
TN_MAYILADUTHURAI,DIGITAL,BharatNet Broadband Infra,5053.26,2026-27
TN_MAYILADUTHURAI,HOUSING,PM Awas Yojana,3543.26,2026-27
TN_MAYILADUTHURAI,IRRIGATION,PM Krishi Sinchayee Yojana,2303.26,2026-27
TN_MAYILADUTHURAI,TRANSPORT,State Rural Transport Connect,1643.26,2026-27
KA_BENGALURU_URBAN,WATER_SUPPLY,Jal Jeevan Mission,5639.7,2026-27
KA_BENGALURU_URBAN,SANITATION,Swachh Bharat Mission (Grameen),7629.7,2026-27
KA_BENGALURU_URBAN,ROADS,PM Gram Sadak Yojana,5789.7,2026-27
KA_BENGALURU_URBAN,ELECTRICITY,Revamped Distribution Sector Scheme,9109.7,2026-27
KA_BENGALURU_URBAN,HEALTH,PM Ayushman Bharat Health Infra,9209.7,2026-27
KA_BENGALURU_URBAN,EDUCATION,Samagra Shiksha Abhiyan,5269.7,2026-27
KA_BENGALURU_URBAN,DIGITAL,BharatNet Broadband Infra,8709.7,2026-27
KA_BENGALURU_URBAN,HOUSING,PM Awas Yojana,6789.7,2026-27
KA_BENGALURU_URBAN,IRRIGATION,PM Krishi Sinchayee Yojana,5369.7,2026-27
KA_BENGALURU_URBAN,TRANSPORT,State Rural Transport Connect,5839.7,2026-27
KA_BENGALURU_RURAL,WATER_SUPPLY,Jal Jeevan Mission,3285.92,2026-27
KA_BENGALURU_RURAL,SANITATION,Swachh Bharat Mission (Grameen),675.92,2026-27
KA_BENGALURU_RURAL,ROADS,PM Gram Sadak Yojana,3975.92,2026-27
KA_BENGALURU_RURAL,ELECTRICITY,Revamped Distribution Sector Scheme,3485.92,2026-27
KA_BENGALURU_RURAL,HEALTH,PM Ayushman Bharat Health Infra,1555.92,2026-27
KA_BENGALURU_RURAL,EDUCATION,Samagra Shiksha Abhiyan,3815.92,2026-27
KA_BENGALURU_RURAL,DIGITAL,BharatNet Broadband Infra,1935.92,2026-27
KA_BENGALURU_RURAL,HOUSING,PM Awas Yojana,3655.92,2026-27
KA_BENGALURU_RURAL,IRRIGATION,PM Krishi Sinchayee Yojana,2465.92,2026-27
KA_BENGALURU_RURAL,TRANSPORT,State Rural Transport Connect,915.92,2026-27
KA_MYSURU,WATER_SUPPLY,Jal Jeevan Mission,3920.51,2026-27
KA_MYSURU,SANITATION,Swachh Bharat Mission (Grameen),1370.51,2026-27
KA_MYSURU,ROADS,PM Gram Sadak Yojana,4490.51,2026-27
KA_MYSURU,ELECTRICITY,Revamped Distribution Sector Scheme,3510.51,2026-27
KA_MYSURU,HEALTH,PM Ayushman Bharat Health Infra,1400.51,2026-27
KA_MYSURU,EDUCATION,Samagra Shiksha Abhiyan,3500.51,2026-27
KA_MYSURU,DIGITAL,BharatNet Broadband Infra,5670.51,2026-27
KA_MYSURU,HOUSING,PM Awas Yojana,3340.51,2026-27
KA_MYSURU,IRRIGATION,PM Krishi Sinchayee Yojana,4210.51,2026-27
KA_MYSURU,TRANSPORT,State Rural Transport Connect,4290.51,2026-27
KA_DAKSHINA_KANNADA,WATER_SUPPLY,Jal Jeevan Mission,4490.34,2026-27
KA_DAKSHINA_KANNADA,SANITATION,Swachh Bharat Mission (Grameen),3470.34,2026-27
KA_DAKSHINA_KANNADA,ROADS,PM Gram Sadak Yojana,1540.34,2026-27
KA_DAKSHINA_KANNADA,ELECTRICITY,Revamped Distribution Sector Scheme,5900.34,2026-27
KA_DAKSHINA_KANNADA,HEALTH,PM Ayushman Bharat Health Infra,4740.34,2026-27
KA_DAKSHINA_KANNADA,EDUCATION,Samagra Shiksha Abhiyan,4120.34,2026-27
KA_DAKSHINA_KANNADA,DIGITAL,BharatNet Broadband Infra,5780.34,2026-27
KA_DAKSHINA_KANNADA,HOUSING,PM Awas Yojana,4810.34,2026-27
KA_DAKSHINA_KANNADA,IRRIGATION,PM Krishi Sinchayee Yojana,5580.34,2026-27
KA_DAKSHINA_KANNADA,TRANSPORT,State Rural Transport Connect,2220.34,2026-27
KA_BELAGAVI,WATER_SUPPLY,Jal Jeevan Mission,4680.85,2026-27
KA_BELAGAVI,SANITATION,Swachh Bharat Mission (Grameen),5830.85,2026-27
KA_BELAGAVI,ROADS,PM Gram Sadak Yojana,5870.85,2026-27
KA_BELAGAVI,ELECTRICITY,Revamped Distribution Sector Scheme,5670.85,2026-27
KA_BELAGAVI,HEALTH,PM Ayushman Bharat Health Infra,5840.85,2026-27
KA_BELAGAVI,EDUCATION,Samagra Shiksha Abhiyan,2780.85,2026-27
KA_BELAGAVI,DIGITAL,BharatNet Broadband Infra,3140.85,2026-27
KA_BELAGAVI,HOUSING,PM Awas Yojana,5020.85,2026-27
KA_BELAGAVI,IRRIGATION,PM Krishi Sinchayee Yojana,5870.85,2026-27
KA_BELAGAVI,TRANSPORT,State Rural Transport Connect,3750.85,2026-27
KA_DHARWAD,WATER_SUPPLY,Jal Jeevan Mission,3981.16,2026-27
KA_DHARWAD,SANITATION,Swachh Bharat Mission (Grameen),5451.16,2026-27
KA_DHARWAD,ROADS,PM Gram Sadak Yojana,3561.16,2026-27
KA_DHARWAD,ELECTRICITY,Revamped Distribution Sector Scheme,3781.16,2026-27
KA_DHARWAD,HEALTH,PM Ayushman Bharat Health Infra,4481.16,2026-27
KA_DHARWAD,EDUCATION,Samagra Shiksha Abhiyan,3451.16,2026-27
KA_DHARWAD,DIGITAL,BharatNet Broadband Infra,5651.16,2026-27
KA_DHARWAD,HOUSING,PM Awas Yojana,5561.16,2026-27
KA_DHARWAD,IRRIGATION,PM Krishi Sinchayee Yojana,3211.16,2026-27
KA_DHARWAD,TRANSPORT,State Rural Transport Connect,2751.16,2026-27
KA_KALABURAGI,WATER_SUPPLY,Jal Jeevan Mission,4744.85,2026-27
KA_KALABURAGI,SANITATION,Swachh Bharat Mission (Grameen),4644.85,2026-27
KA_KALABURAGI,ROADS,PM Gram Sadak Yojana,1194.85,2026-27
KA_KALABURAGI,ELECTRICITY,Revamped Distribution Sector Scheme,3114.85,2026-27
KA_KALABURAGI,HEALTH,PM Ayushman Bharat Health Infra,5674.85,2026-27
KA_KALABURAGI,EDUCATION,Samagra Shiksha Abhiyan,3044.85,2026-27
KA_KALABURAGI,DIGITAL,BharatNet Broadband Infra,2034.85,2026-27
KA_KALABURAGI,HOUSING,PM Awas Yojana,1414.85,2026-27
KA_KALABURAGI,IRRIGATION,PM Krishi Sinchayee Yojana,4724.85,2026-27
KA_KALABURAGI,TRANSPORT,State Rural Transport Connect,2974.85,2026-27
KA_BALLARI,WATER_SUPPLY,Jal Jeevan Mission,2480.44,2026-27
KA_BALLARI,SANITATION,Swachh Bharat Mission (Grameen),4210.44,2026-27
KA_BALLARI,ROADS,PM Gram Sadak Yojana,2800.44,2026-27
KA_BALLARI,ELECTRICITY,Revamped Distribution Sector Scheme,3530.44,2026-27
KA_BALLARI,HEALTH,PM Ayushman Bharat Health Infra,4010.44,2026-27
KA_BALLARI,EDUCATION,Samagra Shiksha Abhiyan,2900.44,2026-27
KA_BALLARI,DIGITAL,BharatNet Broadband Infra,5530.44,2026-27
KA_BALLARI,HOUSING,PM Awas Yojana,5150.44,2026-27
KA_BALLARI,IRRIGATION,PM Krishi Sinchayee Yojana,5050.44,2026-27
KA_BALLARI,TRANSPORT,State Rural Transport Connect,5130.44,2026-27
KA_SHIVAMOGGA,WATER_SUPPLY,Jal Jeevan Mission,858.74,2026-27
KA_SHIVAMOGGA,SANITATION,Swachh Bharat Mission (Grameen),1398.74,2026-27
KA_SHIVAMOGGA,ROADS,PM Gram Sadak Yojana,2238.74,2026-27
KA_SHIVAMOGGA,ELECTRICITY,Revamped Distribution Sector Scheme,1788.74,2026-27
KA_SHIVAMOGGA,HEALTH,PM Ayushman Bharat Health Infra,988.74,2026-27
KA_SHIVAMOGGA,EDUCATION,Samagra Shiksha Abhiyan,3518.74,2026-27
KA_SHIVAMOGGA,DIGITAL,BharatNet Broadband Infra,2508.74,2026-27
KA_SHIVAMOGGA,HOUSING,PM Awas Yojana,3198.74,2026-27
KA_SHIVAMOGGA,IRRIGATION,PM Krishi Sinchayee Yojana,4358.74,2026-27
KA_SHIVAMOGGA,TRANSPORT,State Rural Transport Connect,1708.74,2026-27
KA_TUMAKURU,WATER_SUPPLY,Jal Jeevan Mission,3234.19,2026-27
KA_TUMAKURU,SANITATION,Swachh Bharat Mission (Grameen),4484.19,2026-27
KA_TUMAKURU,ROADS,PM Gram Sadak Yojana,1254.19,2026-27
KA_TUMAKURU,ELECTRICITY,Revamped Distribution Sector Scheme,5024.19,2026-27
KA_TUMAKURU,HEALTH,PM Ayushman Bharat Health Infra,3534.19,2026-27
KA_TUMAKURU,EDUCATION,Samagra Shiksha Abhiyan,3474.19,2026-27
KA_TUMAKURU,DIGITAL,BharatNet Broadband Infra,3584.19,2026-27
KA_TUMAKURU,HOUSING,PM Awas Yojana,4304.19,2026-27
KA_TUMAKURU,IRRIGATION,PM Krishi Sinchayee Yojana,2804.19,2026-27
KA_TUMAKURU,TRANSPORT,State Rural Transport Connect,3334.19,2026-27
KA_UDUPI,WATER_SUPPLY,Jal Jeevan Mission,589.81,2026-27
KA_UDUPI,SANITATION,Swachh Bharat Mission (Grameen),5209.81,2026-27
KA_UDUPI,ROADS,PM Gram Sadak Yojana,2979.81,2026-27
KA_UDUPI,ELECTRICITY,Revamped Distribution Sector Scheme,2109.81,2026-27
KA_UDUPI,HEALTH,PM Ayushman Bharat Health Infra,3149.81,2026-27
KA_UDUPI,EDUCATION,Samagra Shiksha Abhiyan,3419.81,2026-27
KA_UDUPI,DIGITAL,BharatNet Broadband Infra,899.81,2026-27
KA_UDUPI,HOUSING,PM Awas Yojana,5339.81,2026-27
KA_UDUPI,IRRIGATION,PM Krishi Sinchayee Yojana,1199.81,2026-27
KA_UDUPI,TRANSPORT,State Rural Transport Connect,4559.81,2026-27
KA_HASSAN,WATER_SUPPLY,Jal Jeevan Mission,2779.39,2026-27
KA_HASSAN,SANITATION,Swachh Bharat Mission (Grameen),2579.39,2026-27
KA_HASSAN,ROADS,PM Gram Sadak Yojana,3319.39,2026-27
KA_HASSAN,ELECTRICITY,Revamped Distribution Sector Scheme,3919.39,2026-27
KA_HASSAN,HEALTH,PM Ayushman Bharat Health Infra,1199.39,2026-27
KA_HASSAN,EDUCATION,Samagra Shiksha Abhiyan,3709.39,2026-27
KA_HASSAN,DIGITAL,BharatNet Broadband Infra,2249.39,2026-27
KA_HASSAN,HOUSING,PM Awas Yojana,5339.39,2026-27
KA_HASSAN,IRRIGATION,PM Krishi Sinchayee Yojana,3449.39,2026-27
KA_HASSAN,TRANSPORT,State Rural Transport Connect,3749.39,2026-27
KA_DAVANAGERE,WATER_SUPPLY,Jal Jeevan Mission,5479.57,2026-27
KA_DAVANAGERE,SANITATION,Swachh Bharat Mission (Grameen),2379.57,2026-27
KA_DAVANAGERE,ROADS,PM Gram Sadak Yojana,4709.57,2026-27
KA_DAVANAGERE,ELECTRICITY,Revamped Distribution Sector Scheme,3199.57,2026-27
KA_DAVANAGERE,HEALTH,PM Ayushman Bharat Health Infra,4589.57,2026-27
KA_DAVANAGERE,EDUCATION,Samagra Shiksha Abhiyan,4759.57,2026-27
KA_DAVANAGERE,DIGITAL,BharatNet Broadband Infra,1259.57,2026-27
KA_DAVANAGERE,HOUSING,PM Awas Yojana,1969.57,2026-27
KA_DAVANAGERE,IRRIGATION,PM Krishi Sinchayee Yojana,4509.57,2026-27
KA_DAVANAGERE,TRANSPORT,State Rural Transport Connect,5269.57,2026-27
KA_MANDYA,WATER_SUPPLY,Jal Jeevan Mission,1682.6,2026-27
KA_MANDYA,SANITATION,Swachh Bharat Mission (Grameen),1962.6,2026-27
KA_MANDYA,ROADS,PM Gram Sadak Yojana,922.6,2026-27
KA_MANDYA,ELECTRICITY,Revamped Distribution Sector Scheme,3152.6,2026-27
KA_MANDYA,HEALTH,PM Ayushman Bharat Health Infra,4222.6,2026-27
KA_MANDYA,EDUCATION,Samagra Shiksha Abhiyan,3682.6,2026-27
KA_MANDYA,DIGITAL,BharatNet Broadband Infra,4102.6,2026-27
KA_MANDYA,HOUSING,PM Awas Yojana,2332.6,2026-27
KA_MANDYA,IRRIGATION,PM Krishi Sinchayee Yojana,1992.6,2026-27
KA_MANDYA,TRANSPORT,State Rural Transport Connect,4002.6,2026-27
KA_VIJAYAPURA,WATER_SUPPLY,Jal Jeevan Mission,2159.8,2026-27
KA_VIJAYAPURA,SANITATION,Swachh Bharat Mission (Grameen),3409.8,2026-27
KA_VIJAYAPURA,ROADS,PM Gram Sadak Yojana,5479.8,2026-27
KA_VIJAYAPURA,ELECTRICITY,Revamped Distribution Sector Scheme,3889.8,2026-27
KA_VIJAYAPURA,HEALTH,PM Ayushman Bharat Health Infra,1099.8,2026-27
KA_VIJAYAPURA,EDUCATION,Samagra Shiksha Abhiyan,2579.8,2026-27
KA_VIJAYAPURA,DIGITAL,BharatNet Broadband Infra,3659.8,2026-27
KA_VIJAYAPURA,HOUSING,PM Awas Yojana,5789.8,2026-27
KA_VIJAYAPURA,IRRIGATION,PM Krishi Sinchayee Yojana,1239.8,2026-27
KA_VIJAYAPURA,TRANSPORT,State Rural Transport Connect,4799.8,2026-27
KA_BAGALKOT,WATER_SUPPLY,Jal Jeevan Mission,2430.3,2026-27
KA_BAGALKOT,SANITATION,Swachh Bharat Mission (Grameen),1960.3,2026-27
KA_BAGALKOT,ROADS,PM Gram Sadak Yojana,4850.3,2026-27
KA_BAGALKOT,ELECTRICITY,Revamped Distribution Sector Scheme,3860.3,2026-27
KA_BAGALKOT,HEALTH,PM Ayushman Bharat Health Infra,1260.3,2026-27
KA_BAGALKOT,EDUCATION,Samagra Shiksha Abhiyan,1780.3,2026-27
KA_BAGALKOT,DIGITAL,BharatNet Broadband Infra,2790.3,2026-27
KA_BAGALKOT,HOUSING,PM Awas Yojana,1940.3,2026-27
KA_BAGALKOT,IRRIGATION,PM Krishi Sinchayee Yojana,5530.3,2026-27
KA_BAGALKOT,TRANSPORT,State Rural Transport Connect,4060.3,2026-27
KA_BIDAR,WATER_SUPPLY,Jal Jeevan Mission,4096.48,2026-27
KA_BIDAR,SANITATION,Swachh Bharat Mission (Grameen),4756.48,2026-27
KA_BIDAR,ROADS,PM Gram Sadak Yojana,966.49,2026-27
KA_BIDAR,ELECTRICITY,Revamped Distribution Sector Scheme,5376.48,2026-27
KA_BIDAR,HEALTH,PM Ayushman Bharat Health Infra,1086.49,2026-27
KA_BIDAR,EDUCATION,Samagra Shiksha Abhiyan,4216.48,2026-27
KA_BIDAR,DIGITAL,BharatNet Broadband Infra,1686.49,2026-27
KA_BIDAR,HOUSING,PM Awas Yojana,3386.49,2026-27
KA_BIDAR,IRRIGATION,PM Krishi Sinchayee Yojana,1306.49,2026-27
KA_BIDAR,TRANSPORT,State Rural Transport Connect,1896.49,2026-27
KA_RAICHUR,WATER_SUPPLY,Jal Jeevan Mission,5807.97,2026-27
KA_RAICHUR,SANITATION,Swachh Bharat Mission (Grameen),5357.97,2026-27
KA_RAICHUR,ROADS,PM Gram Sadak Yojana,3727.97,2026-27
KA_RAICHUR,ELECTRICITY,Revamped Distribution Sector Scheme,3687.97,2026-27
KA_RAICHUR,HEALTH,PM Ayushman Bharat Health Infra,1437.97,2026-27
KA_RAICHUR,EDUCATION,Samagra Shiksha Abhiyan,4427.97,2026-27
KA_RAICHUR,DIGITAL,BharatNet Broadband Infra,2097.97,2026-27
KA_RAICHUR,HOUSING,PM Awas Yojana,3877.97,2026-27
KA_RAICHUR,IRRIGATION,PM Krishi Sinchayee Yojana,4117.97,2026-27
KA_RAICHUR,TRANSPORT,State Rural Transport Connect,2477.97,2026-27
KA_KOPPAL,WATER_SUPPLY,Jal Jeevan Mission,1245.46,2026-27
KA_KOPPAL,SANITATION,Swachh Bharat Mission (Grameen),5175.46,2026-27
KA_KOPPAL,ROADS,PM Gram Sadak Yojana,3395.46,2026-27
KA_KOPPAL,ELECTRICITY,Revamped Distribution Sector Scheme,775.46,2026-27
KA_KOPPAL,HEALTH,PM Ayushman Bharat Health Infra,2225.46,2026-27
KA_KOPPAL,EDUCATION,Samagra Shiksha Abhiyan,685.46,2026-27
KA_KOPPAL,DIGITAL,BharatNet Broadband Infra,2405.46,2026-27
KA_KOPPAL,HOUSING,PM Awas Yojana,2865.46,2026-27
KA_KOPPAL,IRRIGATION,PM Krishi Sinchayee Yojana,2215.46,2026-27
KA_KOPPAL,TRANSPORT,State Rural Transport Connect,1945.46,2026-27
KA_YADGIR,WATER_SUPPLY,Jal Jeevan Mission,838.42,2026-27
KA_YADGIR,SANITATION,Swachh Bharat Mission (Grameen),2998.42,2026-27
KA_YADGIR,ROADS,PM Gram Sadak Yojana,2118.42,2026-27
KA_YADGIR,ELECTRICITY,Revamped Distribution Sector Scheme,1958.42,2026-27
KA_YADGIR,HEALTH,PM Ayushman Bharat Health Infra,2218.42,2026-27
KA_YADGIR,EDUCATION,Samagra Shiksha Abhiyan,4658.42,2026-27
KA_YADGIR,DIGITAL,BharatNet Broadband Infra,3368.42,2026-27
KA_YADGIR,HOUSING,PM Awas Yojana,1978.42,2026-27
KA_YADGIR,IRRIGATION,PM Krishi Sinchayee Yojana,3108.42,2026-27
KA_YADGIR,TRANSPORT,State Rural Transport Connect,3778.42,2026-27
KA_UTTARA_KANNADA,WATER_SUPPLY,Jal Jeevan Mission,5136.73,2026-27
KA_UTTARA_KANNADA,SANITATION,Swachh Bharat Mission (Grameen),2006.73,2026-27
KA_UTTARA_KANNADA,ROADS,PM Gram Sadak Yojana,3666.73,2026-27
KA_UTTARA_KANNADA,ELECTRICITY,Revamped Distribution Sector Scheme,4566.73,2026-27
KA_UTTARA_KANNADA,HEALTH,PM Ayushman Bharat Health Infra,2416.73,2026-27
KA_UTTARA_KANNADA,EDUCATION,Samagra Shiksha Abhiyan,2776.73,2026-27
KA_UTTARA_KANNADA,DIGITAL,BharatNet Broadband Infra,3816.73,2026-27
KA_UTTARA_KANNADA,HOUSING,PM Awas Yojana,4396.73,2026-27
KA_UTTARA_KANNADA,IRRIGATION,PM Krishi Sinchayee Yojana,946.73,2026-27
KA_UTTARA_KANNADA,TRANSPORT,State Rural Transport Connect,1396.73,2026-27
KA_CHITRADURGA,WATER_SUPPLY,Jal Jeevan Mission,3316.76,2026-27
KA_CHITRADURGA,SANITATION,Swachh Bharat Mission (Grameen),3756.76,2026-27
KA_CHITRADURGA,ROADS,PM Gram Sadak Yojana,2206.76,2026-27
KA_CHITRADURGA,ELECTRICITY,Revamped Distribution Sector Scheme,3826.76,2026-27
KA_CHITRADURGA,HEALTH,PM Ayushman Bharat Health Infra,3226.76,2026-27
KA_CHITRADURGA,EDUCATION,Samagra Shiksha Abhiyan,5056.76,2026-27
KA_CHITRADURGA,DIGITAL,BharatNet Broadband Infra,5566.76,2026-27
KA_CHITRADURGA,HOUSING,PM Awas Yojana,3196.76,2026-27
KA_CHITRADURGA,IRRIGATION,PM Krishi Sinchayee Yojana,4406.76,2026-27
KA_CHITRADURGA,TRANSPORT,State Rural Transport Connect,846.76,2026-27
KA_KOLAR,WATER_SUPPLY,Jal Jeevan Mission,2961.38,2026-27
KA_KOLAR,SANITATION,Swachh Bharat Mission (Grameen),5021.38,2026-27
KA_KOLAR,ROADS,PM Gram Sadak Yojana,4801.38,2026-27
KA_KOLAR,ELECTRICITY,Revamped Distribution Sector Scheme,3151.38,2026-27
KA_KOLAR,HEALTH,PM Ayushman Bharat Health Infra,3801.38,2026-27
KA_KOLAR,EDUCATION,Samagra Shiksha Abhiyan,4661.38,2026-27
KA_KOLAR,DIGITAL,BharatNet Broadband Infra,4521.38,2026-27
KA_KOLAR,HOUSING,PM Awas Yojana,5521.38,2026-27
KA_KOLAR,IRRIGATION,PM Krishi Sinchayee Yojana,1631.38,2026-27
KA_KOLAR,TRANSPORT,State Rural Transport Connect,5601.38,2026-27
KA_RAMANAGARA,WATER_SUPPLY,Jal Jeevan Mission,567.19,2026-27
KA_RAMANAGARA,SANITATION,Swachh Bharat Mission (Grameen),3617.19,2026-27
KA_RAMANAGARA,ROADS,PM Gram Sadak Yojana,5367.19,2026-27
KA_RAMANAGARA,ELECTRICITY,Revamped Distribution Sector Scheme,3647.19,2026-27
KA_RAMANAGARA,HEALTH,PM Ayushman Bharat Health Infra,2577.19,2026-27
KA_RAMANAGARA,EDUCATION,Samagra Shiksha Abhiyan,2847.19,2026-27
KA_RAMANAGARA,DIGITAL,BharatNet Broadband Infra,957.19,2026-27
KA_RAMANAGARA,HOUSING,PM Awas Yojana,907.19,2026-27
KA_RAMANAGARA,IRRIGATION,PM Krishi Sinchayee Yojana,1767.19,2026-27
KA_RAMANAGARA,TRANSPORT,State Rural Transport Connect,4867.19,2026-27
KA_CHIKKAMAGALURU,WATER_SUPPLY,Jal Jeevan Mission,4612.08,2026-27
KA_CHIKKAMAGALURU,SANITATION,Swachh Bharat Mission (Grameen),2842.08,2026-27
KA_CHIKKAMAGALURU,ROADS,PM Gram Sadak Yojana,4122.08,2026-27
KA_CHIKKAMAGALURU,ELECTRICITY,Revamped Distribution Sector Scheme,2762.08,2026-27
KA_CHIKKAMAGALURU,HEALTH,PM Ayushman Bharat Health Infra,1362.08,2026-27
KA_CHIKKAMAGALURU,EDUCATION,Samagra Shiksha Abhiyan,3842.08,2026-27
KA_CHIKKAMAGALURU,DIGITAL,BharatNet Broadband Infra,2982.08,2026-27
KA_CHIKKAMAGALURU,HOUSING,PM Awas Yojana,3162.08,2026-27
KA_CHIKKAMAGALURU,IRRIGATION,PM Krishi Sinchayee Yojana,3872.08,2026-27
KA_CHIKKAMAGALURU,TRANSPORT,State Rural Transport Connect,3652.08,2026-27
KA_KODAGU,WATER_SUPPLY,Jal Jeevan Mission,5139.53,2026-27
KA_KODAGU,SANITATION,Swachh Bharat Mission (Grameen),3399.53,2026-27
KA_KODAGU,ROADS,PM Gram Sadak Yojana,1439.53,2026-27
KA_KODAGU,ELECTRICITY,Revamped Distribution Sector Scheme,3669.53,2026-27
KA_KODAGU,HEALTH,PM Ayushman Bharat Health Infra,4529.53,2026-27
KA_KODAGU,EDUCATION,Samagra Shiksha Abhiyan,4069.53,2026-27
KA_KODAGU,DIGITAL,BharatNet Broadband Infra,4399.53,2026-27
KA_KODAGU,HOUSING,PM Awas Yojana,2669.53,2026-27
KA_KODAGU,IRRIGATION,PM Krishi Sinchayee Yojana,319.53,2026-27
KA_KODAGU,TRANSPORT,State Rural Transport Connect,2559.53,2026-27
KL_ERNAKULAM,WATER_SUPPLY,Jal Jeevan Mission,2327.07,2026-27
KL_ERNAKULAM,SANITATION,Swachh Bharat Mission (Grameen),1537.07,2026-27
KL_ERNAKULAM,ROADS,PM Gram Sadak Yojana,3747.07,2026-27
KL_ERNAKULAM,ELECTRICITY,Revamped Distribution Sector Scheme,5887.07,2026-27
KL_ERNAKULAM,HEALTH,PM Ayushman Bharat Health Infra,5077.07,2026-27
KL_ERNAKULAM,EDUCATION,Samagra Shiksha Abhiyan,1747.07,2026-27
KL_ERNAKULAM,DIGITAL,BharatNet Broadband Infra,1567.07,2026-27
KL_ERNAKULAM,HOUSING,PM Awas Yojana,6177.07,2026-27
KL_ERNAKULAM,IRRIGATION,PM Krishi Sinchayee Yojana,5907.07,2026-27
KL_ERNAKULAM,TRANSPORT,State Rural Transport Connect,1857.07,2026-27
KL_THIRUVANANTHAPURAM,WATER_SUPPLY,Jal Jeevan Mission,2795.64,2026-27
KL_THIRUVANANTHAPURAM,SANITATION,Swachh Bharat Mission (Grameen),3265.64,2026-27
KL_THIRUVANANTHAPURAM,ROADS,PM Gram Sadak Yojana,5635.64,2026-27
KL_THIRUVANANTHAPURAM,ELECTRICITY,Revamped Distribution Sector Scheme,4285.64,2026-27
KL_THIRUVANANTHAPURAM,HEALTH,PM Ayushman Bharat Health Infra,4875.64,2026-27
KL_THIRUVANANTHAPURAM,EDUCATION,Samagra Shiksha Abhiyan,4385.64,2026-27
KL_THIRUVANANTHAPURAM,DIGITAL,BharatNet Broadband Infra,1785.64,2026-27
KL_THIRUVANANTHAPURAM,HOUSING,PM Awas Yojana,6365.64,2026-27
KL_THIRUVANANTHAPURAM,IRRIGATION,PM Krishi Sinchayee Yojana,3315.64,2026-27
KL_THIRUVANANTHAPURAM,TRANSPORT,State Rural Transport Connect,5425.64,2026-27
KL_KOZHIKODE,WATER_SUPPLY,Jal Jeevan Mission,6028.83,2026-27
KL_KOZHIKODE,SANITATION,Swachh Bharat Mission (Grameen),6378.83,2026-27
KL_KOZHIKODE,ROADS,PM Gram Sadak Yojana,3928.83,2026-27
KL_KOZHIKODE,ELECTRICITY,Revamped Distribution Sector Scheme,1698.83,2026-27
KL_KOZHIKODE,HEALTH,PM Ayushman Bharat Health Infra,1708.83,2026-27
KL_KOZHIKODE,EDUCATION,Samagra Shiksha Abhiyan,4538.83,2026-27
KL_KOZHIKODE,DIGITAL,BharatNet Broadband Infra,5868.83,2026-27
KL_KOZHIKODE,HOUSING,PM Awas Yojana,2448.83,2026-27
KL_KOZHIKODE,IRRIGATION,PM Krishi Sinchayee Yojana,1898.83,2026-27
KL_KOZHIKODE,TRANSPORT,State Rural Transport Connect,5848.83,2026-27
KL_THRISSUR,WATER_SUPPLY,Jal Jeevan Mission,6154.54,2026-27
KL_THRISSUR,SANITATION,Swachh Bharat Mission (Grameen),6154.54,2026-27
KL_THRISSUR,ROADS,PM Gram Sadak Yojana,6184.54,2026-27
